year,round,round_num,game,game_num,game_date,away_team,away_score,home_team,home_score,url
2017,Eastern Conference First Round,1,Game 2,2,"Tue, April 18",Chicago Bulls,111,Boston Celtics,97,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Eastern Conference First Round,1,Game 3,3,"Fri, April 21",Boston Celtics,104,Chicago Bulls,87,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Eastern Conference First Round,1,Game 4,4,"Sun, April 23",Boston Celtics,104,Chicago Bulls,95,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Eastern Conference First Round,1,Game 5,5,"Wed, April 26",Chicago Bulls,97,Boston Celtics,108,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Eastern Conference First Round,1,Game 6,6,"Fri, April 28",Boston Celtics,105,Chicago Bulls,83,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Eastern Conference First Round,1,Game 1,1,"Sat, April 15",Indiana Pacers,108,Cleveland Cavaliers,109,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Eastern Conference First Round,1,Game 2,2,"Mon, April 17",Indiana Pacers,111,Cleveland Cavaliers,117,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Eastern Conference First Round,1,Game 3,3,"Thu, April 20",Cleveland Cavaliers,119,Indiana Pacers,114,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Eastern Conference First Round,1,Game 4,4,"Sun, April 23",Cleveland Cavaliers,106,Indiana Pacers,102,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Eastern Conference First Round,1,Game 1,1,"Sat, April 15",Milwaukee Bucks,97,Toronto Raptors,83,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Eastern Conference First Round,1,Game 2,2,"Tue, April 18",Milwaukee Bucks,100,Toronto Raptors,106,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Eastern Conference First Round,1,Game 3,3,"Thu, April 20",Toronto Raptors,77,Milwaukee Bucks,104,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Eastern Conference First Round,1,Game 4,4,"Sat, April 22",Toronto Raptors,87,Milwaukee Bucks,76,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Eastern Conference First Round,1,Game 5,5,"Mon, April 24",Milwaukee Bucks,93,Toronto Raptors,118,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Eastern Conference First Round,1,Game 6,6,"Thu, April 27",Toronto Raptors,92,Milwaukee Bucks,89,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Eastern Conference First Round,1,Game 1,1,"Sun, April 16",Atlanta Hawks,107,Washington Wizards,114,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Eastern Conference First Round,1,Game 2,2,"Wed, April 19",Atlanta Hawks,101,Washington Wizards,109,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Eastern Conference First Round,1,Game 3,3,"Sat, April 22",Washington Wizards,98,Atlanta Hawks,116,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Eastern Conference First Round,1,Game 4,4,"Mon, April 24",Washington Wizards,101,Atlanta Hawks,111,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Eastern Conference First Round,1,Game 5,5,"Wed, April 26",Atlanta Hawks,99,Washington Wizards,103,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Eastern Conference First Round,1,Game 6,6,"Fri, April 28",Washington Wizards,115,Atlanta Hawks,99,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Western Conference First Round,1,Game 1,1,"Sun, April 16",Portland Trail Blazers,109,Golden State Warriors,121,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Western Conference First Round,1,Game 2,2,"Wed, April 19",Portland Trail Blazers,81,Golden State Warriors,110,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Western Conference First Round,1,Game 3,3,"Sat, April 22",Golden State Warriors,119,Portland Trail Blazers,113,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Western Conference First Round,1,Game 4,4,"Mon, April 24",Golden State Warriors,128,Portland Trail Blazers,103,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Western Conference First Round,1,Game 1,1,"Sun, April 16",Oklahoma City Thunder,87,Houston Rockets,118,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Western Conference First Round,1,Game 2,2,"Wed, April 19",Oklahoma City Thunder,111,Houston Rockets,115,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Western Conference First Round,1,Game 3,3,"Fri, April 21",Houston Rockets,113,Oklahoma City Thunder,115,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Western Conference First Round,1,Game 4,4,"Sun, April 23",Houston Rockets,113,Oklahoma City Thunder,109,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Western Conference First Round,1,Game 5,5,"Tue, April 25",Oklahoma City Thunder,99,Houston Rockets,105,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Western Conference First Round,1,Game 1,1,"Sat, April 15",Memphis Grizzlies,82,San Antonio Spurs,111,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Western Conference First Round,1,Game 2,2,"Mon, April 17",Memphis Grizzlies,82,San Antonio Spurs,96,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Western Conference First Round,1,Game 3,3,"Thu, April 20",San Antonio Spurs,94,Memphis Grizzlies,105,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Western Conference First Round,1,Game 4,4,"Sat, April 22",San Antonio Spurs,108,Memphis Grizzlies,110,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Western Conference First Round,1,Game 5,5,"Tue, April 25",Memphis Grizzlies,103,San Antonio Spurs,116,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Western Conference First Round,1,Game 6,6,"Thu, April 27",San Antonio Spurs,103,Memphis Grizzlies,96,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Western Conference First Round,1,Game 1,1,"Sat, April 15",Utah Jazz,97,Los Angeles Clippers,95,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Western Conference First Round,1,Game 2,2,"Tue, April 18",Utah Jazz,91,Los Angeles Clippers,99,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Western Conference First Round,1,Game 3,3,"Fri, April 21",Los Angeles Clippers,111,Utah Jazz,106,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Western Conference First Round,1,Game 4,4,"Sun, April 23",Los Angeles Clippers,98,Utah Jazz,105,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Western Conference First Round,1,Game 5,5,"Tue, April 25",Utah Jazz,96,Los Angeles Clippers,92,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Western Conference First Round,1,Game 6,6,"Fri, April 28",Los Angeles Clippers,98,Utah Jazz,93,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Western Conference First Round,1,Game 7,7,"Sun, April 30",Utah Jazz,104,Los Angeles Clippers,91,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Eastern Conference Semifinals,2,Game 1,1,"Sun, April 30",Washington Wizards,111,Boston Celtics,123,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Eastern Conference Semifinals,2,Game 2,2,"Tue, May 2",Washington Wizards,119,Boston Celtics,129,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Eastern Conference Semifinals,2,Game 3,3,"Thu, May 4",Boston Celtics,89,Washington Wizards,116,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Eastern Conference Semifinals,2,Game 4,4,"Sun, May 7",Boston Celtics,102,Washington Wizards,121,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Eastern Conference Semifinals,2,Game 5,5,"Wed, May 10",Washington Wizards,101,Boston Celtics,123,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Eastern Conference Semifinals,2,Game 6,6,"Fri, May 12",Boston Celtics,91,Washington Wizards,92,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Eastern Conference Semifinals,2,Game 7,7,"Mon, May 15",Washington Wizards,105,Boston Celtics,115,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Eastern Conference Semifinals,2,Game 1,1,"Mon, May 1",Toronto Raptors,105,Cleveland Cavaliers,116,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Eastern Conference Semifinals,2,Game 2,2,"Wed, May 3",Toronto Raptors,103,Cleveland Cavaliers,125,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Eastern Conference Semifinals,2,Game 3,3,"Fri, May 5",Cleveland Cavaliers,115,Toronto Raptors,94,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Eastern Conference Semifinals,2,Game 4,4,"Sun, May 7",Cleveland Cavaliers,109,Toronto Raptors,102,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Western Conference Semifinals,2,Game 1,1,"Tue, May 2",Utah Jazz,94,Golden State Warriors,106,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Western Conference Semifinals,2,Game 2,2,"Thu, May 4",Utah Jazz,104,Golden State Warriors,115,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Western Conference Semifinals,2,Game 3,3,"Sat, May 6",Golden State Warriors,102,Utah Jazz,91,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Western Conference Semifinals,2,Game 4,4,"Mon, May 8",Golden State Warriors,121,Utah Jazz,95,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Western Conference Semifinals,2,Game 1,1,"Mon, May 1",Houston Rockets,126,San Antonio Spurs,99,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Western Conference Semifinals,2,Game 2,2,"Wed, May 3",Houston Rockets,96,San Antonio Spurs,121,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Western Conference Semifinals,2,Game 3,3,"Fri, May 5",San Antonio Spurs,103,Houston Rockets,92,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Western Conference Semifinals,2,Game 4,4,"Sun, May 7",San Antonio Spurs,104,Houston Rockets,125,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Western Conference Semifinals,2,Game 5,5,"Tue, May 9",Houston Rockets,107,San Antonio Spurs,110,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Western Conference Semifinals,2,Game 6,6,"Thu, May 11",San Antonio Spurs,114,Houston Rockets,75,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Eastern Conference Finals,3,Game 1,1,"Wed, May 17",Cleveland Cavaliers,117,Boston Celtics,104,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Eastern Conference Finals,3,Game 2,2,"Fri, May 19",Cleveland Cavaliers,130,Boston Celtics,86,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Eastern Conference Finals,3,Game 3,3,"Sun, May 21",Boston Celtics,111,Cleveland Cavaliers,108,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Eastern Conference Finals,3,Game 4,4,"Tue, May 23",Boston Celtics,99,Cleveland Cavaliers,112,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Eastern Conference Finals,3,Game 5,5,"Thu, May 25",Cleveland Cavaliers,135,Boston Celtics,102,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Western Conference Finals,3,Game 1,1,"Sun, May 14",San Antonio Spurs,111,Golden State Warriors,113,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Western Conference Finals,3,Game 2,2,"Tue, May 16",San Antonio Spurs,100,Golden State Warriors,136,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Western Conference Finals,3,Game 3,3,"Sat, May 20",Golden State Warriors,120,San Antonio Spurs,108,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Western Conference Finals,3,Game 4,4,"Mon, May 22",Golden State Warriors,129,San Antonio Spurs,115,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Finals,4,Game 1,1,"Thu, June 1",Cleveland Cavaliers,91,Golden State Warriors,113,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Finals,4,Game 2,2,"Sun, June 4",Cleveland Cavaliers,113,Golden State Warriors,132,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Finals,4,Game 3,3,"Wed, June 7",Golden State Warriors,118,Cleveland Cavaliers,113,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Finals,4,Game 4,4,"Fri, June 9",Golden State Warriors,116,Cleveland Cavaliers,137,https://www.basketball-reference.com/playoffs/NBA_2017.html
2017,Finals,4,Game 5,5,"Mon, June 12",Cleveland Cavaliers,120,Golden State Warriors,129,https://www.basketball-reference.com/playoffs/NBA_2017.html
2018,Eastern Conference First Round,1,Game 1,1,"Sun, April 15",Milwaukee Bucks,107,Boston Celtics,113,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Eastern Conference First Round,1,Game 2,2,"Tue, April 17",Milwaukee Bucks,106,Boston Celtics,120,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Eastern Conference First Round,1,Game 3,3,"Fri, April 20",Boston Celtics,92,Milwaukee Bucks,116,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Eastern Conference First Round,1,Game 4,4,"Sun, April 22",Boston Celtics,102,Milwaukee Bucks,104,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Eastern Conference First Round,1,Game 5,5,"Tue, April 24",Milwaukee Bucks,87,Boston Celtics,92,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Eastern Conference First Round,1,Game 6,6,"Thu, April 26",Boston Celtics,86,Milwaukee Bucks,97,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Eastern Conference First Round,1,Game 7,7,"Sat, April 28",Milwaukee Bucks,96,Boston Celtics,112,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Eastern Conference First Round,1,Game 1,1,"Sun, April 15",Indiana Pacers,98,Cleveland Cavaliers,80,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Eastern Conference First Round,1,Game 2,2,"Wed, April 18",Indiana Pacers,97,Cleveland Cavaliers,100,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Eastern Conference First Round,1,Game 3,3,"Fri, April 20",Cleveland Cavaliers,90,Indiana Pacers,92,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Eastern Conference First Round,1,Game 4,4,"Sun, April 22",Cleveland Cavaliers,104,Indiana Pacers,100,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Eastern Conference First Round,1,Game 5,5,"Wed, April 25",Indiana Pacers,95,Cleveland Cavaliers,98,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Eastern Conference First Round,1,Game 6,6,"Fri, April 27",Cleveland Cavaliers,87,Indiana Pacers,121,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Eastern Conference First Round,1,Game 7,7,"Sun, April 29",Indiana Pacers,101,Cleveland Cavaliers,105,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Eastern Conference First Round,1,Game 1,1,"Sat, April 14",Miami Heat,103,Philadelphia 76ers,130,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Eastern Conference First Round,1,Game 2,2,"Mon, April 16",Miami Heat,113,Philadelphia 76ers,103,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Eastern Conference First Round,1,Game 3,3,"Thu, April 19",Philadelphia 76ers,128,Miami Heat,108,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Eastern Conference First Round,1,Game 4,4,"Sat, April 21",Philadelphia 76ers,106,Miami Heat,102,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Eastern Conference First Round,1,Game 5,5,"Tue, April 24",Miami Heat,91,Philadelphia 76ers,104,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Eastern Conference First Round,1,Game 1,1,"Sat, April 14",Washington Wizards,106,Toronto Raptors,114,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Eastern Conference First Round,1,Game 2,2,"Tue, April 17",Washington Wizards,119,Toronto Raptors,130,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Eastern Conference First Round,1,Game 3,3,"Fri, April 20",Toronto Raptors,103,Washington Wizards,122,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Eastern Conference First Round,1,Game 4,4,"Sun, April 22",Toronto Raptors,98,Washington Wizards,106,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Eastern Conference First Round,1,Game 5,5,"Wed, April 25",Washington Wizards,98,Toronto Raptors,108,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Eastern Conference First Round,1,Game 6,6,"Fri, April 27",Toronto Raptors,102,Washington Wizards,92,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Western Conference First Round,1,Game 1,1,"Sat, April 14",San Antonio Spurs,92,Golden State Warriors,113,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Western Conference First Round,1,Game 2,2,"Mon, April 16",San Antonio Spurs,101,Golden State Warriors,116,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Western Conference First Round,1,Game 3,3,"Thu, April 19",Golden State Warriors,110,San Antonio Spurs,97,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Western Conference First Round,1,Game 4,4,"Sun, April 22",Golden State Warriors,90,San Antonio Spurs,103,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Western Conference First Round,1,Game 5,5,"Tue, April 24",San Antonio Spurs,91,Golden State Warriors,99,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Western Conference First Round,1,Game 1,1,"Sun, April 15",Minnesota Timberwolves,101,Houston Rockets,104,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Western Conference First Round,1,Game 2,2,"Wed, April 18",Minnesota Timberwolves,82,Houston Rockets,102,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Western Conference First Round,1,Game 3,3,"Sat, April 21",Houston Rockets,105,Minnesota Timberwolves,121,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Western Conference First Round,1,Game 4,4,"Mon, April 23",Houston Rockets,119,Minnesota Timberwolves,100,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Western Conference First Round,1,Game 5,5,"Wed, April 25",Minnesota Timberwolves,104,Houston Rockets,122,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Western Conference First Round,1,Game 1,1,"Sat, April 14",New Orleans Pelicans,97,Portland Trail Blazers,95,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Western Conference First Round,1,Game 2,2,"Tue, April 17",New Orleans Pelicans,111,Portland Trail Blazers,102,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Western Conference First Round,1,Game 3,3,"Thu, April 19",Portland Trail Blazers,102,New Orleans Pelicans,119,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Western Conference First Round,1,Game 4,4,"Sat, April 21",Portland Trail Blazers,123,New Orleans Pelicans,131,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Western Conference First Round,1,Game 1,1,"Sun, April 15",Utah Jazz,108,Oklahoma City Thunder,116,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Western Conference First Round,1,Game 2,2,"Wed, April 18",Utah Jazz,102,Oklahoma City Thunder,95,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Western Conference First Round,1,Game 3,3,"Sat, April 21",Oklahoma City Thunder,102,Utah Jazz,115,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Western Conference First Round,1,Game 4,4,"Mon, April 23",Oklahoma City Thunder,96,Utah Jazz,113,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Western Conference First Round,1,Game 5,5,"Wed, April 25",Utah Jazz,99,Oklahoma City Thunder,107,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Western Conference First Round,1,Game 6,6,"Fri, April 27",Oklahoma City Thunder,91,Utah Jazz,96,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Eastern Conference Semifinals,2,Game 1,1,"Mon, April 30",Philadelphia 76ers,101,Boston Celtics,117,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Eastern Conference Semifinals,2,Game 2,2,"Thu, May 3",Philadelphia 76ers,103,Boston Celtics,108,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Eastern Conference Semifinals,2,Game 3,3,"Sat, May 5",Boston Celtics,101,Philadelphia 76ers,98,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Eastern Conference Semifinals,2,Game 4,4,"Mon, May 7",Boston Celtics,92,Philadelphia 76ers,103,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Eastern Conference Semifinals,2,Game 5,5,"Wed, May 9",Philadelphia 76ers,112,Boston Celtics,114,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Eastern Conference Semifinals,2,Game 1,1,"Tue, May 1",Cleveland Cavaliers,113,Toronto Raptors,112,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Eastern Conference Semifinals,2,Game 2,2,"Thu, May 3",Cleveland Cavaliers,128,Toronto Raptors,110,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Eastern Conference Semifinals,2,Game 3,3,"Sat, May 5",Toronto Raptors,103,Cleveland Cavaliers,105,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Eastern Conference Semifinals,2,Game 4,4,"Mon, May 7",Toronto Raptors,93,Cleveland Cavaliers,128,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Western Conference Semifinals,2,Game 1,1,"Sat, April 28",New Orleans Pelicans,101,Golden State Warriors,123,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Western Conference Semifinals,2,Game 2,2,"Tue, May 1",New Orleans Pelicans,116,Golden State Warriors,121,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Western Conference Semifinals,2,Game 3,3,"Fri, May 4",Golden State Warriors,100,New Orleans Pelicans,119,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Western Conference Semifinals,2,Game 4,4,"Sun, May 6",Golden State Warriors,118,New Orleans Pelicans,92,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Western Conference Semifinals,2,Game 5,5,"Tue, May 8",New Orleans Pelicans,104,Golden State Warriors,113,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Western Conference Semifinals,2,Game 1,1,"Sun, April 29",Utah Jazz,96,Houston Rockets,110,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Western Conference Semifinals,2,Game 2,2,"Wed, May 2",Utah Jazz,116,Houston Rockets,108,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Western Conference Semifinals,2,Game 3,3,"Fri, May 4",Houston Rockets,113,Utah Jazz,92,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Western Conference Semifinals,2,Game 4,4,"Sun, May 6",Houston Rockets,100,Utah Jazz,87,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Western Conference Semifinals,2,Game 5,5,"Tue, May 8",Utah Jazz,102,Houston Rockets,112,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Eastern Conference Finals,3,Game 1,1,"Sun, May 13",Cleveland Cavaliers,83,Boston Celtics,108,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Eastern Conference Finals,3,Game 2,2,"Tue, May 15",Cleveland Cavaliers,94,Boston Celtics,107,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Eastern Conference Finals,3,Game 3,3,"Sat, May 19",Boston Celtics,86,Cleveland Cavaliers,116,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Eastern Conference Finals,3,Game 4,4,"Mon, May 21",Boston Celtics,102,Cleveland Cavaliers,111,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Eastern Conference Finals,3,Game 5,5,"Wed, May 23",Cleveland Cavaliers,83,Boston Celtics,96,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Eastern Conference Finals,3,Game 6,6,"Fri, May 25",Boston Celtics,99,Cleveland Cavaliers,109,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Eastern Conference Finals,3,Game 7,7,"Sun, May 27",Cleveland Cavaliers,87,Boston Celtics,79,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Western Conference Finals,3,Game 1,1,"Mon, May 14",Golden State Warriors,119,Houston Rockets,106,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Western Conference Finals,3,Game 2,2,"Wed, May 16",Golden State Warriors,105,Houston Rockets,127,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Western Conference Finals,3,Game 3,3,"Sun, May 20",Houston Rockets,85,Golden State Warriors,126,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Western Conference Finals,3,Game 4,4,"Tue, May 22",Houston Rockets,95,Golden State Warriors,92,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Western Conference Finals,3,Game 5,5,"Thu, May 24",Golden State Warriors,94,Houston Rockets,98,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Western Conference Finals,3,Game 6,6,"Sat, May 26",Houston Rockets,86,Golden State Warriors,115,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Western Conference Finals,3,Game 7,7,"Mon, May 28",Golden State Warriors,101,Houston Rockets,92,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Finals,4,Game 1,1,"Thu, May 31",Cleveland Cavaliers,114,Golden State Warriors,124,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Finals,4,Game 2,2,"Sun, June 3",Cleveland Cavaliers,103,Golden State Warriors,122,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Finals,4,Game 3,3,"Wed, June 6",Golden State Warriors,110,Cleveland Cavaliers,102,https://www.basketball-reference.com/playoffs/NBA_2018.html
2018,Finals,4,Game 4,4,"Fri, June 8",Golden State Warriors,108,Cleveland Cavaliers,85,https://www.basketball-reference.com/playoffs/NBA_2018.html
2019,Eastern Conference First Round,1,Game 1,1,"Sun, April 14",Indiana Pacers,74,Boston Celtics,84,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Eastern Conference First Round,1,Game 2,2,"Wed, April 17",Indiana Pacers,91,Boston Celtics,99,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Eastern Conference First Round,1,Game 3,3,"Fri, April 19",Boston Celtics,104,Indiana Pacers,96,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Eastern Conference First Round,1,Game 4,4,"Sun, April 21",Boston Celtics,110,Indiana Pacers,106,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Eastern Conference First Round,1,Game 1,1,"Sun, April 14",Detroit Pistons,86,Milwaukee Bucks,121,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Eastern Conference First Round,1,Game 2,2,"Wed, April 17",Detroit Pistons,99,Milwaukee Bucks,120,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Eastern Conference First Round,1,Game 3,3,"Sat, April 20",Milwaukee Bucks,119,Detroit Pistons,103,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Eastern Conference First Round,1,Game 4,4,"Mon, April 22",Milwaukee Bucks,127,Detroit Pistons,104,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Eastern Conference First Round,1,Game 1,1,"Sat, April 13",Brooklyn Nets,111,Philadelphia 76ers,102,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Eastern Conference First Round,1,Game 2,2,"Mon, April 15",Brooklyn Nets,123,Philadelphia 76ers,145,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Eastern Conference First Round,1,Game 3,3,"Thu, April 18",Philadelphia 76ers,131,Brooklyn Nets,115,https://www.basketball-reference.com/playoffs/NBA_2019.html
