year,round,round_num,game,game_num,game_date,away_team,away_score,home_team,home_score,url
2019,Eastern Conference First Round,1,Game 4,4,"Sat, April 20",Philadelphia 76ers,112,Brooklyn Nets,108,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Eastern Conference First Round,1,Game 5,5,"Tue, April 23",Brooklyn Nets,100,Philadelphia 76ers,122,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Eastern Conference First Round,1,Game 1,1,"Sat, April 13",Orlando Magic,104,Toronto Raptors,101,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Eastern Conference First Round,1,Game 2,2,"Tue, April 16",Orlando Magic,82,Toronto Raptors,111,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Eastern Conference First Round,1,Game 3,3,"Fri, April 19",Toronto Raptors,98,Orlando Magic,93,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Eastern Conference First Round,1,Game 4,4,"Sun, April 21",Toronto Raptors,107,Orlando Magic,85,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Eastern Conference First Round,1,Game 5,5,"Tue, April 23",Orlando Magic,96,Toronto Raptors,115,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Western Conference First Round,1,Game 1,1,"Sat, April 13",San Antonio Spurs,101,Denver Nuggets,96,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Western Conference First Round,1,Game 2,2,"Tue, April 16",San Antonio Spurs,105,Denver Nuggets,114,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Western Conference First Round,1,Game 3,3,"Thu, April 18",Denver Nuggets,108,San Antonio Spurs,118,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Western Conference First Round,1,Game 4,4,"Sat, April 20",Denver Nuggets,117,San Antonio Spurs,103,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Western Conference First Round,1,Game 5,5,"Tue, April 23",San Antonio Spurs,90,Denver Nuggets,108,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Western Conference First Round,1,Game 6,6,"Thu, April 25",Denver Nuggets,103,San Antonio Spurs,120,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Western Conference First Round,1,Game 7,7,"Sat, April 27",San Antonio Spurs,86,Denver Nuggets,90,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Western Conference First Round,1,Game 1,1,"Sat, April 13",Los Angeles Clippers,104,Golden State Warriors,121,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Western Conference First Round,1,Game 2,2,"Mon, April 15",Los Angeles Clippers,135,Golden State Warriors,131,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Western Conference First Round,1,Game 3,3,"Thu, April 18",Golden State Warriors,132,Los Angeles Clippers,105,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Western Conference First Round,1,Game 4,4,"Sun, April 21",Golden State Warriors,113,Los Angeles Clippers,105,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Western Conference First Round,1,Game 5,5,"Wed, April 24",Los Angeles Clippers,129,Golden State Warriors,121,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Western Conference First Round,1,Game 6,6,"Fri, April 26",Golden State Warriors,129,Los Angeles Clippers,110,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Western Conference First Round,1,Game 1,1,"Sun, April 14",Utah Jazz,90,Houston Rockets,122,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Western Conference First Round,1,Game 2,2,"Wed, April 17",Utah Jazz,98,Houston Rockets,118,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Western Conference First Round,1,Game 3,3,"Sat, April 20",Houston Rockets,104,Utah Jazz,101,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Western Conference First Round,1,Game 4,4,"Mon, April 22",Houston Rockets,91,Utah Jazz,107,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Western Conference First Round,1,Game 5,5,"Wed, April 24",Utah Jazz,93,Houston Rockets,100,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Western Conference First Round,1,Game 1,1,"Sun, April 14",Oklahoma City Thunder,99,Portland Trail Blazers,104,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Western Conference First Round,1,Game 2,2,"Tue, April 16",Oklahoma City Thunder,94,Portland Trail Blazers,114,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Western Conference First Round,1,Game 3,3,"Fri, April 19",Portland Trail Blazers,108,Oklahoma City Thunder,120,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Western Conference First Round,1,Game 4,4,"Sun, April 21",Portland Trail Blazers,111,Oklahoma City Thunder,98,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Western Conference First Round,1,Game 5,5,"Tue, April 23",Oklahoma City Thunder,115,Portland Trail Blazers,118,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Eastern Conference Semifinals,2,Game 1,1,"Sun, April 28",Boston Celtics,112,Milwaukee Bucks,90,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Eastern Conference Semifinals,2,Game 2,2,"Tue, April 30",Boston Celtics,102,Milwaukee Bucks,123,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Eastern Conference Semifinals,2,Game 3,3,"Fri, May 3",Milwaukee Bucks,123,Boston Celtics,116,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Eastern Conference Semifinals,2,Game 4,4,"Mon, May 6",Milwaukee Bucks,113,Boston Celtics,101,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Eastern Conference Semifinals,2,Game 5,5,"Wed, May 8",Boston Celtics,91,Milwaukee Bucks,116,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Eastern Conference Semifinals,2,Game 1,1,"Sat, April 27",Philadelphia 76ers,95,Toronto Raptors,108,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Eastern Conference Semifinals,2,Game 2,2,"Mon, April 29",Philadelphia 76ers,94,Toronto Raptors,89,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Eastern Conference Semifinals,2,Game 3,3,"Thu, May 2",Toronto Raptors,95,Philadelphia 76ers,116,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Eastern Conference Semifinals,2,Game 4,4,"Sun, May 5",Toronto Raptors,101,Philadelphia 76ers,96,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Eastern Conference Semifinals,2,Game 5,5,"Tue, May 7",Philadelphia 76ers,89,Toronto Raptors,125,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Eastern Conference Semifinals,2,Game 6,6,"Thu, May 9",Toronto Raptors,101,Philadelphia 76ers,112,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Eastern Conference Semifinals,2,Game 7,7,"Sun, May 12",Philadelphia 76ers,90,Toronto Raptors,92,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Western Conference Semifinals,2,Game 1,1,"Sun, April 28",Houston Rockets,100,Golden State Warriors,104,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Western Conference Semifinals,2,Game 2,2,"Tue, April 30",Houston Rockets,109,Golden State Warriors,115,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Western Conference Semifinals,2,Game 3,3,"Sat, May 4",Golden State Warriors,121,Houston Rockets,126,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Western Conference Semifinals,2,Game 4,4,"Mon, May 6",Golden State Warriors,108,Houston Rockets,112,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Western Conference Semifinals,2,Game 5,5,"Wed, May 8",Houston Rockets,99,Golden State Warriors,104,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Western Conference Semifinals,2,Game 6,6,"Fri, May 10",Golden State Warriors,118,Houston Rockets,113,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Western Conference Semifinals,2,Game 1,1,"Mon, April 29",Portland Trail Blazers,113,Denver Nuggets,121,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Western Conference Semifinals,2,Game 2,2,"Wed, May 1",Portland Trail Blazers,97,Denver Nuggets,90,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Western Conference Semifinals,2,Game 3,3,"Fri, May 3",Denver Nuggets,137,Portland Trail Blazers,140,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Western Conference Semifinals,2,Game 4,4,"Sun, May 5",Denver Nuggets,116,Portland Trail Blazers,112,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Western Conference Semifinals,2,Game 5,5,"Tue, May 7",Portland Trail Blazers,98,Denver Nuggets,124,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Western Conference Semifinals,2,Game 6,6,"Thu, May 9",Denver Nuggets,108,Portland Trail Blazers,119,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Western Conference Semifinals,2,Game 7,7,"Sun, May 12",Portland Trail Blazers,100,Denver Nuggets,96,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Eastern Conference Finals,3,Game 1,1,"Wed, May 15",Toronto Raptors,100,Milwaukee Bucks,108,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Eastern Conference Finals,3,Game 2,2,"Fri, May 17",Toronto Raptors,103,Milwaukee Bucks,125,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Eastern Conference Finals,3,Game 3,3,"Sun, May 19",Milwaukee Bucks,112,Toronto Raptors,118,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Eastern Conference Finals,3,Game 4,4,"Tue, May 21",Milwaukee Bucks,102,Toronto Raptors,120,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Eastern Conference Finals,3,Game 5,5,"Thu, May 23",Toronto Raptors,105,Milwaukee Bucks,99,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Eastern Conference Finals,3,Game 6,6,"Sat, May 25",Milwaukee Bucks,94,Toronto Raptors,100,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Western Conference Finals,3,Game 1,1,"Tue, May 14",Portland Trail Blazers,94,Golden State Warriors,116,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Western Conference Finals,3,Game 2,2,"Thu, May 16",Portland Trail Blazers,111,Golden State Warriors,114,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Western Conference Finals,3,Game 3,3,"Sat, May 18",Golden State Warriors,110,Portland Trail Blazers,99,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Western Conference Finals,3,Game 4,4,"Mon, May 20",Golden State Warriors,119,Portland Trail Blazers,117,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Finals,4,Game 1,1,"Thu, May 30",Golden State Warriors,109,Toronto Raptors,118,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Finals,4,Game 2,2,"Sun, June 2",Golden State Warriors,109,Toronto Raptors,104,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Finals,4,Game 3,3,"Wed, June 5",Toronto Raptors,123,Golden State Warriors,109,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Finals,4,Game 4,4,"Fri, June 7",Toronto Raptors,105,Golden State Warriors,92,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Finals,4,Game 5,5,"Mon, June 10",Golden State Warriors,106,Toronto Raptors,105,https://www.basketball-reference.com/playoffs/NBA_2019.html
2019,Finals,4,Game 6,6,"Thu, June 13",Toronto Raptors,114,Golden State Warriors,110,https://www.basketball-reference.com/playoffs/NBA_2019.html
